ordercode,productcode,quantity,discount
4789,1847,3,0.04
4789,1100,10,0.18
4789,869,9,0.03
4789,397,4,0.16
4790,1497,2,0.06
4790,959,9,0.05
4790,635,10,0.02
4790,1421,5,0.09
4791,48,5,0.15
4791,243,5,0.17
4791,36,8,0.04
4791,1493,5,0.07
4791,555,7,0.19
4791,1457,6,0.14
4791,1010,9,0.06
4791,1895,5,0.04
4792,698,5,0.19
4792,1745,3,0.16
4792,1192,4,0.13
4793,1014,8,0.09
4793,1209,6,0.05
4793,1843,4,0.2
4793,770,8,0.13
4793,1811,4,0.09
4793,39,1,0.0
4793,1664,6,0.01
4793,1479,6,0.07
4793,387,8,0.09
4794,1117,9,0.04
4794,1253,4,0.08
4795,569,2,0.11
4796,495,9,0.02
4797,708,1,0.07
4797,107,3,0.17
4797,1783,8,0.16
4797,153,7,0.08
4797,395,7,0.18
4797,1791,7,0.02
4797,1859,2,0.02
4797,755,7,0.04
4798,1152,2,0.12
4798,1334,4,0.02
4798,260,9,0.05
4798,179,3,0.18
4798,1075,4,0.06
4798,87,9,0.1
4799,606,1,0.11
4799,599,5,0.09
4799,456,2,0.06
4800,881,8,0.19
4800,483,6,0.05
4800,59,6,0.02
4800,458,2,0.16
4800,1559,10,0.14
4801,1008,10,0.13
4801,1541,3,0.09
4801,962,7,0.01
4801,836,10,0.14
4801,266,3,0.09
4801,48,3,0.19
4801,584,10,0.04
4802,955,8,0.14
4802,121,2,0.0
4802,618,8,0.04
4802,850,8,0.0
4802,1773,2,0.18
4802,426,9,0.19
4802,924,9,0.11
4802,1782,9,0.05
4802,400,1,0.18
4803,1583,4,0.17
4804,1145,3,0.13
4805,39,5,0.04
4805,1908,6,0.05
4805,1208,8,0.06
4805,1174,6,0.01
4805,1176,7,0.2
4806,1996,2,0.13
4807,222,8,0.15
4807,1950,6,0.16
4807,1973,9,0.18
4807,39,9,0.08
4807,518,7,0.13
4808,1420,5,0.08
4808,1209,2,0.15
4808,926,8,0.0
4808,494,8,0.08
4809,1747,10,0.02
4809,1226,7,0.14
4809,1038,5,0.18
4809,1041,4,0.11
4809,791,3,0.17
4810,863,4,0.08
4810,1091,9,0.12
4810,1759,4,0.15
4810,918,10,0.09
4810,68,10,0.17
4810,1290,1,0.02
4810,1757,3,0.18
4810,1747,3,0.1
4810,1417,3,0.04
4810,608,6,0.17
4811,1832,3,0.02
4811,564,2,0.05
4811,1178,3,0.2
4811,267,7,0.16
4811,829,8,0.16
4811,1739,4,0.06
4811,1985,5,0.02
4811,539,10,0.16
4811,1250,7,0.09
4812,289,8,0.13
4813,1726,7,0.12
4813,2,8,0.14
4813,1944,3,0.07
4813,1812,3,0.03
4813,473,6,0.09
4813,1729,3,0.09
4813,643,10,0.14
4813,1912,5,0.04
4813,1653,5,0.11
4813,355,3,0.09
4814,899,4,0.12
4814,963,2,0.11
4814,1033,7,0.0
4814,1121,8,0.02
4814,52,9,0.19
4814,996,5,0.19
4814,1530,1,0.14
4814,125,10,0.09
4814,353,5,0.19
4815,1257,2,0.15
4815,435,8,0.18
4816,1465,2,0.09
4816,69,2,0.01
4816,872,8,0.12
4816,362,1,0.16
4816,982,7,0.16
4816,1620,6,0.02
4816,729,6,0.16
4816,600,1,0.19
4816,1098,5,0.17
4817,1167,7,0.2
4817,1386,7,0.14
4817,990,8,0.09
4817,878,5,0.15
4817,1591,6,0.18
4817,1859,9,0.06
4818,929,7,0.17
4819,178,8,0.02
4819,1089,10,0.05
4819,910,4,0.01
4819,962,8,0.08
4819,65,4,0.14
4819,1778,3,0.02
4819,591,7,0.16
4819,283,7,0.05
4819,881,4,0.05
4820,363,1,0.17
4820,1592,1,0.16
4820,1323,10,0.02
4820,1673,3,0.2
4820,1997,10,0.02
4820,395,1,0.02
4820,1478,2,0.2
4820,1663,2,0.04
4821,1433,9,0.13
4821,209,3,0.01
4821,1333,8,0.11
4821,1212,9,0.16
4821,1580,8,0.06
4821,1156,7,0.08
4821,1376,7,0.14
4821,1180,3,0.13
4822,750,3,0.07
4822,1548,7,0.05
4822,1794,9,0.01
4822,1635,5,0.19
4823,149,8,0.18
4824,825,4,0.11
4824,1287,8,0.09
4824,1969,2,0.07
4824,281,9,0.12
4824,1546,7,0.18
4824,319,10,0.03
4825,301,10,0.04
4825,1441,3,0.06
4825,1805,7,0.1
4825,770,2,0.17
4825,1635,7,0.08
4826,1766,1,0.1
4826,1952,8,0.05
4827,753,6,0.02
4827,1827,5,0.03
4827,658,6,0.15
4827,883,3,0.18
4827,1627,6,0.19
4827,793,6,0.02
4827,1598,1,0.18
4827,679,10,0.04
4827,1351,1,0.18
4828,1569,9,0.06
4829,1622,9,0.06
4829,1624,2,0.02
4829,631,9,0.02
4829,222,9,0.17
4829,454,6,0.2
4829,967,4,0.12
4829,1314,10,0.03
4830,1833,1,0.14
4830,1802,9,0.02
4830,1118,7,0.2
4830,1884,10,0.08
4831,792,6,0.09
4831,1791,8,0.12
4831,1935,9,0.04
4831,751,6,0.05
4831,1401,9,0.0
4831,1455,7,0.15
4831,429,8,0.04
4832,31,5,0.02
4832,1740,7,0.07
4832,724,10,0.07
4832,1242,9,0.05
4833,1733,3,0.01
4833,1998,1,0.12
4833,655,7,0.03
4833,1361,4,0.14
4834,1824,10,0.12
4834,109,1,0.11
4834,1439,5,0.1
4834,1443,6,0.08
4834,1449,7,0.19
4835,1302,5,0.14
4835,572,9,0.03
4835,1413,5,0.14
4835,1839,8,0.2
4835,396,5,0.18
4836,1151,2,0.1
4836,1374,10,0.18
4837,198,2,0.06
4837,1733,8,0.09
4837,1062,4,0.04
4837,1566,5,0.12
4837,586,2,0.07
4838,278,4,0.14
4838,1747,2,0.07
4838,1243,4,0.18
4838,42,2,0.03
4838,1065,10,0.12
4839,1035,7,0.19
4839,1351,10,0.12
4839,1638,8,0.14
4839,1666,2,0.01
4839,1798,4,0.15
4839,1720,10,0.03
4839,955,1,0.13
4839,1683,6,0.07
4839,1967,8,0.01
4840,1268,6,0.03
4840,143,8,0.15
4841,986,10,0.17
4841,937,10,0.02
4841,418,4,0.16
4841,1218,3,0.05
4841,667,2,0.15
4841,204,7,0.17
4842,1372,4,0.06
4842,1234,2,0.05
4842,1678,7,0.18
4842,1869,9,0.18
4842,901,1,0.14
4842,1130,2,0.18
4843,736,3,0.11
4843,1400,5,0.14
4843,1697,10,0.01
4843,101,1,0.04
4843,200,8,0.15
4843,886,10,0.14
4843,1353,10,0.16
4843,1850,2,0.02
4844,476,4,0.07
4844,1680,9,0.01
4844,169,5,0.14
4844,1139,10,0.16
4844,408,6,0.02
4844,887,10,0.05
4844,1752,5,0.12
4844,1652,10,0.09
4844,162,4,0.18
4844,1866,7,0.13
4845,72,2,0.04
4845,407,2,0.05
4845,339,10,0.0
4845,555,2,0.09
4845,918,3,0.04
4845,1575,7,0.04
4846,1965,10,0.19
4846,442,6,0.19
4846,1772,3,0.13
4847,1767,5,0.01
4848,265,7,0.02
4848,1833,2,0.16
4849,1834,7,0.14
4849,1069,4,0.04
4849,872,5,0.07
4849,1305,4,0.07
4849,563,1,0.11
4849,476,1,0.04
4849,184,2,0.12
4849,33,4,0.06
4849,171,3,0.05
4850,1128,6,0.06
4850,143,8,0.14
4850,878,8,0.04
4850,1095,8,0.17
4850,442,9,0.09
4850,143,10,0.06
4850,39,8,0.09
4851,1821,9,0.04
4851,696,3,0.18
4851,1573,3,0.01
4851,12,7,0.03
4851,1016,5,0.12
4851,1465,8,0.02
4851,76,6,0.01
4851,489,2,0.05
4852,1252,9,0.0
4852,288,10,0.09
4852,1752,9,0.02
4852,1347,9,0.07
4853,1999,7,0.0
4853,1491,8,0.18
4853,1649,3,0.1
4853,206,9,0.15
4853,842,1,0.09
4853,1503,8,0.09
4853,35,8,0.03
4853,542,3,0.09
4853,643,3,0.2
4854,1552,7,0.07
4854,963,10,0.15
4854,1223,7,0.16
4855,1336,9,0.0
4856,1411,9,0.0
4857,1336,5,0.15
4857,1716,7,0.0
4857,1149,2,0.2
4857,1241,2,0.05
4857,856,5,0.14
4858,1028,4,0.04
4858,48,4,0.07
4858,505,5,0.18
4858,314,7,0.09
4858,922,10,0.07
4859,1101,4,0.06
4859,71,7,0.04
4859,1107,7,0.15
4860,1977,4,0.15
4860,196,2,0.15
4861,1117,8,0.14
4861,531,8,0.09
4861,1254,1,0.0
4862,320,1,0.17
4862,667,10,0.01
4862,1198,2,0.15
4862,461,3,0.11
4862,27,2,0.08
4862,769,5,0.04
4862,600,9,0.16
4862,619,10,0.19
4863,1091,6,0.04
4863,34,7,0.05
4863,1600,9,0.16
4864,892,10,0.17
4864,135,9,0.12
4864,726,5,0.04
4864,1691,1,0.06
4864,190,5,0.18
4865,1064,3,0.17
4865,1282,5,0.06
4865,1056,6,0.04
4865,414,7,0.18
4865,48,10,0.1
4865,1626,7,0.07
4865,1742,3,0.14
4866,427,9,0.15
4866,1564,6,0.12
4866,1627,8,0.02
4866,1671,3,0.04
4866,9,7,0.13
4866,1889,4,0.18
4866,1603,10,0.11
4867,866,9,0.11
4867,1586,9,0.08
4867,837,4,0.07
4867,297,7,0.19
4867,220,7,0.08
4867,577,4,0.14
4867,743,7,0.0
4868,1655,9,0.14
4868,1673,10,0.2
4869,1441,5,0.03
4869,959,2,0.09
4869,692,4,0.06
4870,59,3,0.14
4871,116,7,0.1
4871,742,1,0.19
4871,461,1,0.15
4871,870,9,0.17
4872,43,4,0.03
4872,146,7,0.19
4872,12,10,0.13
4872,1187,2,0.15
4872,1969,1,0.1
4872,1304,9,0.07
4872,1779,9,0.03
4872,1398,6,0.19
4872,72,6,0.14
4873,660,8,0.14
4873,859,2,0.19
4873,121,2,0.11
4873,1711,8,0.02
4873,807,10,0.15
4874,226,10,0.1
4874,795,6,0.09
4875,1277,3,0.08
4875,1623,1,0.06
4876,266,2,0.07
4876,206,1,0.04
4877,229,6,0.19
4877,362,9,0.08
4877,422,9,0.1
4877,1624,1,0.13
4878,923,5,0.07
4878,355,7,0.2
4878,1039,4,0.13
4879,851,9,0.14
4879,1000,7,0.06
4879,1695,2,0.19
4879,53,4,0.0
4879,1251,10,0.15
4879,322,3,0.01
4879,1186,6,0.17
4879,551,9,0.19
4880,834,1,0.09
4880,1169,8,0.18
4880,1850,4,0.08
4881,308,8,0.08
4881,146,9,0.08
4881,228,8,0.15
4881,464,4,0.02
4881,390,10,0.03
4881,1454,5,0.12
4881,1977,2,0.06
4881,1296,5,0.06
4881,794,6,0.01
4881,1685,8,0.04
4882,1342,6,0.08
4883,1406,5,0.18
4883,937,1,0.13
4883,302,3,0.05
4883,899,2,0.05
4884,374,1,0.16
4884,939,2,0.19
4884,587,1,0.11
4885,1135,7,0.15
4885,643,2,0.11
4886,573,10,0.15
4886,103,4,0.12
4886,16,2,0.13
4887,1984,9,0.04
4887,943,6,0.18
4887,1215,6,0.19
4887,17,5,0.04
4887,1101,2,0.07
4887,1714,1,0.16
4887,1419,6,0.18
4887,383,5,0.13
4888,1075,1,0.16
4888,1351,8,0.1
4888,565,8,0.01
4888,602,6,0.07
4888,660,8,0.06
4888,1131,1,0.1
4888,903,3,0.03
4888,456,2,0.08
4888,966,8,0.16
4888,1679,6,0.17
4889,386,4,0.2
4889,320,8,0.01
4890,736,9,0.17
4890,548,10,0.02
4891,554,7,0.14
4891,1958,1,0.06
4891,1632,5,0.12
4891,683,5,0.1
4891,1458,6,0.02
4891,160,1,0.19
4891,939,9,0.0
4891,1585,5,0.04
4891,1381,9,0.11
4892,516,5,0.16
4892,1192,7,0.07
4892,1257,10,0.02
4892,1561,9,0.06
4892,1185,10,0.14
4893,885,7,0.03
4893,826,7,0.16
4893,8,9,0.05
4893,1142,10,0.14
4893,308,7,0.17
4893,1669,1,0.07
4893,921,6,0.01
4893,380,5,0.03
4894,1427,4,0.2
4894,96,7,0.14
4894,1508,9,0.19
4894,673,2,0.13
4894,646,5,0.03
4894,659,8,0.13
4894,446,7,0.02
4894,695,10,0.01
4895,900,8,0.04
4895,1617,5,0.05
4896,361,5,0.18
4896,706,9,0.09
4896,813,1,0.0
4896,973,6,0.03
4896,1630,6,0.16
4896,125,10,0.15
4896,1393,9,0.19
4897,605,5,0.15
4898,779,10,0.1
4898,1674,2,0.15
4898,135,2,0.05
4898,455,9,0.01
4898,1946,10,0.08
4898,1365,9,0.19
4898,1535,4,0.11
4898,975,10,0.11
4898,190,1,0.03
4898,1027,7,0.05
4899,495,9,0.18
4900,1464,10,0.18
4900,665,8,0.0
4901,256,2,0.07
4901,1741,3,0.13
4902,247,4,0.14
4902,1478,10,0.01
4902,1117,4,0.09
4902,232,3,0.11
4903,1184,6,0.12
4903,1875,9,0.03
4903,402,10,0.14
4903,1196,9,0.03
4903,285,8,0.11
4903,1288,3,0.16
4903,327,3,0.1
4903,1573,7,0.06
4904,1279,1,0.03
4904,261,8,0.02
4904,2000,7,0.0
4904,253,10,0.03
4904,186,10,0.04
4904,347,3,0.08
4904,935,6,0.04
4904,883,9,0.04
4905,18,3,0.06
4905,1167,5,0.02
4905,1913,2,0.18
4905,56,8,0.0
4905,1101,6,0.16
4906,1027,6,0.04
4906,191,7,0.09
4907,1722,2,0.08
4907,120,8,0.16
4907,75,4,0.04
4907,1546,2,0.18
4907,1824,2,0.17
4907,42,3,0.19
4908,163,4,0.05
4908,1997,8,0.12
4908,891,9,0.11
4908,318,5,0.17
4909,67,10,0.13
4909,1947,5,0.02
4909,291,10,0.05
4909,297,1,0.14
4909,1355,8,0.15
4909,1367,3,0.09
4909,408,2,0.1
4910,1235,4,0.11
4910,1476,5,0.08
4910,1864,6,0.0
4910,1924,6,0.14
4910,1387,5,0.1
4911,266,6,0.08
4911,754,3,0.19
4911,1644,6,0.07
4911,781,1,0.15
4911,1629,6,0.02
4911,1359,1,0.04
4911,130,4,0.03
4912,1469,7,0.08
4912,1639,10,0.07
4913,598,8,0.11
4913,193,2,0.12
4913,1036,8,0.14
4913,1609,1,0.07
4913,423,9,0.02
4913,1371,6,0.09
4913,811,4,0.05
4913,1516,10,0.02
4913,1111,7,0.07
4913,1161,7,0.02
4914,586,10,0.2
4914,133,10,0.08
4915,364,3,0.12
4915,764,4,0.02
4915,72,10,0.11
4915,1111,10,0.14
4915,1255,10,0.08
4915,29,6,0.16
4915,989,1,0.03
4915,738,1,0.05
4916,186,8,0.05
4916,324,10,0.04
4916,1815,1,0.18
4917,1773,3,0.14
4918,1413,1,0.06
4919,645,9,0.03
4919,1378,6,0.19
4919,936,1,0.03
4919,434,3,0.2
4920,1667,9,0.07
4920,312,3,0.08
4920,878,2,0.14
4921,1215,4,0.03
4921,55,8,0.19
4921,1420,6,0.04
4921,876,10,0.05
4921,476,1,0.03
4921,713,8,0.13
4921,447,6,0.19
4921,1141,2,0.11
4921,1327,4,0.0
4922,1563,6,0.08
4922,187,9,0.04
4922,1930,2,0.05
4923,1659,6,0.17
4923,1310,1,0.04
4923,1278,7,0.05
4923,871,2,0.07
4923,915,4,0.2
4923,177,3,0.1
4923,1246,6,0.14
4923,398,8,0.13
4923,61,7,0.03
4923,1737,6,0.0
4924,1011,7,0.11
4924,1288,2,0.04
4924,1432,7,0.08
4925,102,1,0.18
4925,148,4,0.1
4925,199,7,0.11
4925,1858,4,0.06
4925,178,1,0.04
4925,390,10,0.12
4925,185,2,0.02
4925,1279,1,0.1
4925,586,7,0.06
4925,911,2,0.05
4926,657,2,0.11
4926,725,10,0.03
4926,483,8,0.18
4926,1205,3,0.16
4926,1360,10,0.18
4926,1008,4,0.11
4926,1173,1,0.04
4927,1420,8,0.17
4927,961,9,0.08
4927,611,7,0.18
4927,1306,9,0.15
4927,1840,7,0.09
4927,557,10,0.12
4927,1756,8,0.18
4927,195,2,0.03
4928,446,10,0.07
4928,293,4,0.13
4929,1734,4,0.12
4929,643,2,0.18
4929,805,4,0.12
4929,105,8,0.04
4929,1098,1,0.03
4929,168,9,0.05
4930,1335,5,0.0
4930,974,2,0.06
4930,1099,2,0.16
4930,192,9,0.18
4930,609,2,0.07
4930,564,9,0.05
4930,462,3,0.03
4930,154,8,0.13
4930,1842,7,0.13
4930,890,10,0.17
4931,1342,3,0.11
4932,1255,1,0.0
4932,226,7,0.19
4932,84,5,0.1
4932,1665,4,0.04
4932,605,10,0.03
4933,1568,9,0.14
4933,1975,7,0.19
4933,967,4,0.18
4933,874,5,0.13
4934,1437,2,0.12
4934,1816,4,0.06
4934,1932,4,0.04
4934,1784,8,0.07
4934,1486,2,0.06
4934,1217,3,0.04
4934,333,8,0.1
4934,281,3,0.18
4934,1417,3,0.05
4935,1669,4,0.17
4936,1159,9,0.05
4936,348,9,0.08
4937,1479,9,0.01
4937,1871,10,0.08
4937,687,3,0.04
4937,984,1,0.15
4937,24,2,0.09
4937,963,10,0.02
4937,1348,10,0.17
4937,1361,6,0.16
4938,534,5,0.07
4939,1346,8,0.07
4939,1496,10,0.08
4939,15,10,0.0
4940,898,8,0.09
4940,355,7,0.0
4940,1748,10,0.16
4940,1232,5,0.16
4940,1735,10,0.06
4940,1658,10,0.19
4941,1757,9,0.14
4941,1757,4,0.04
4941,425,9,0.04
4941,443,6,0.15
4941,740,9,0.14
4942,363,1,0.1
4942,1357,7,0.16
4942,1078,2,0.11
4942,1668,1,0.06
4942,941,9,0.03
4942,378,2,0.02
4942,1139,3,0.06
4943,419,2,0.08
4943,432,6,0.18
4943,168,6,0.1
4944,1264,8,0.01
4944,1575,1,0.14
4945,1750,9,0.05
4945,573,4,0.12
4945,184,7,0.09
4945,1593,6,0.08
4945,760,2,0.18
4945,1909,8,0.09
4945,1320,1,0.0
4945,812,8,0.12
4945,522,6,0.05
4945,956,6,0.16
4946,1000,9,0.2
4946,42,1,0.11
4946,1848,9,0.19
4946,1710,7,0.14
4946,638,5,0.05
4946,748,10,0.14
4947,456,3,0.08
4947,155,10,0.09
4947,1128,4,0.12
4947,566,1,0.19
4948,1167,3,0.17
4948,1017,7,0.08
4948,205,2,0.08
4948,298,5,0.15
4948,766,2,0.07
4948,1959,8,0.02
4948,328,6,0.06
4949,1613,1,0.0
4949,1368,10,0.1
4949,349,1,0.18
4949,321,1,0.03
4949,1236,4,0.04
4950,236,1,0.15
4950,387,1,0.02
4950,1527,5,0.16
4950,1291,4,0.14
4950,423,9,0.17
4950,1301,3,0.2
4950,1138,2,0.19
4950,242,6,0.09
4950,808,5,0.02
4951,1706,9,0.05
4951,121,5,0.16
4951,722,3,0.02
4951,274,6,0.07
4952,1151,6,0.06
4952,194,4,0.14
4952,49,8,0.16
4952,1543,6,0.17
4953,1849,5,0.04
4953,266,1,0.07
4953,1343,1,0.08
4953,1144,5,0.05
4953,1289,10,0.14
4953,48,5,0.11
4953,1683,9,0.11
4954,484,2,0.19
4954,1583,2,0.17
4954,1621,9,0.03
4955,373,9,0.04
4955,1908,3,0.11
4955,1939,4,0.11
4955,83,7,0.06
4955,838,2,0.07
4955,380,6,0.04
4955,1569,9,0.04
4955,541,6,0.12
4955,115,2,0.06
4955,1794,7,0.1
4956,1196,4,0.12
4956,1639,7,0.03
4956,63,2,0.02
4956,547,4,0.02
4956,1142,9,0.14
4956,1794,8,0.12
4957,131,4,0.18
4957,346,5,0.06
4958,424,5,0.16
4958,1795,1,0.06
4958,1034,9,0.16
4958,283,2,0.13
4958,1792,6,0.18
4958,1283,2,0.0
4959,175,6,0.12
4960,1400,1,0.07
4960,1810,2,0.01
4960,595,5,0.01
4960,1796,2,0.13
4960,325,8,0.04
4960,1337,5,0.01
4960,422,7,0.06
4960,1135,4,0.13
4961,881,6,0.16
4961,1717,6,0.13
4961,1811,7,0.09
4961,267,2,0.2
4961,1710,5,0.09
4961,534,7,0.06
4961,1309,4,0.16
4961,1280,10,0.05
4962,1486,6,0.18
4962,614,5,0.01
4962,1859,10,0.2
4962,59,10,0.08
4962,1213,5,0.11
4963,851,8,0.15
4963,940,9,0.13
4964,1013,1,0.05
4964,1776,6,0.13
4964,138,10,0.07
4964,1758,5,0.19
4964,726,3,0.16
4965,1370,1,0.09
4965,1757,10,0.01
4965,1950,1,0.01
4966,559,10,0.03
4966,1991,10,0.09
4966,823,7,0.07
4966,1627,2,0.15
4966,1157,8,0.13
4966,1821,8,0.07
4966,975,6,0.0
4966,1993,3,0.16
4967,881,8,0.04
4967,1663,7,0.03
4967,440,7,0.12
4967,1586,2,0.07
4967,277,8,0.13
4968,870,9,0.01
4968,900,10,0.19
4968,1193,10,0.14
4968,1515,5,0.08
4968,1670,4,0.04
4968,1225,10,0.19
4968,1990,3,0.18
4968,247,6,0.1
4968,972,2,0.04
4969,539,4,0.02
4969,1908,2,0.0
4969,794,7,0.17
4970,1235,2,0.04
4970,796,9,0.19
4970,795,7,0.07
4970,1191,6,0.09
4970,1773,9,0.18
4971,336,8,0.19
4971,766,9,0.16
4971,712,4,0.17
4971,1528,4,0.02
4971,115,9,0.02
4971,1444,4,0.04
4971,953,5,0.07
4971,818,3,0.16
4972,1138,10,0.2
4973,629,7,0.16
4973,1095,6,0.0
4973,734,10,0.04
4973,574,7,0.13
4973,506,3,0.2
4973,1941,2,0.18
4973,1769,4,0.0
4973,1570,5,0.19
4973,1001,9,0.07
4974,1945,2,0.09
4975,394,3,0.08
4975,174,2,0.03
4975,1019,10,0.15
4975,382,6,0.19
4975,1284,4,0.14
4975,1538,10,0.14
4975,63,5,0.06
4975,1037,6,0.2
4975,1343,9,0.14
4976,1715,2,0.14
4976,122,5,0.09
4976,130,4,0.09
4977,392,1,0.03
4977,1202,8,0.19
4977,1152,9,0.16
4977,976,2,0.17
4977,1157,9,0.01
4977,867,3,0.08
4977,1009,9,0.13
4978,1208,7,0.03
4979,875,7,0.19
4979,1545,4,0.14
4979,149,8,0.04
4979,9,4,0.19
4979,645,6,0.18
4979,45,6,0.0
4980,1417,7,0.13
4980,384,7,0.11
4980,1229,8,0.14
4981,789,5,0.08
4981,1456,7,0.02
4981,1822,9,0.09
4981,242,4,0.04
4981,1608,10,0.12
4981,1818,10,0.18
4981,681,3,0.17
4981,57,2,0.17
4981,1869,9,0.08
4981,141,8,0.1
4982,670,5,0.03
4982,1029,3,0.09
4982,1122,7,0.04
4982,1895,9,0.05
4982,1737,2,0.09
4982,1741,6,0.16
4982,1776,4,0.14
4983,1440,3,0.04
4983,1501,8,0.16
4983,1793,4,0.15
4983,1000,2,0.19
4983,153,5,0.03
4983,512,7,0.12
4983,642,4,0.12
4983,1551,2,0.07
4983,600,1,0.18
4983,1313,3,0.01
4984,931,8,0.09
4985,729,8,0.0
4985,1208,10,0.15
4985,696,5,0.12
4985,266,8,0.11
4985,1402,1,0.03
4985,563,3,0.04
4985,1942,8,0.08
4986,1741,10,0.06
4986,770,6,0.07
4986,1234,8,0.07
4986,283,2,0.04
4986,1340,4,0.1
4987,377,2,0.1
4987,266,8,0.05
4987,713,4,0.12
4987,161,8,0.03
4987,264,8,0.14
4988,633,4,0.13
4988,59,2,0.18
4988,1684,3,0.17
4988,1117,5,0.13
4988,1944,10,0.13
4988,1912,2,0.0
4988,77,9,0.16
4988,1075,4,0.19
4988,1018,2,0.06
4989,330,7,0.16
4989,587,9,0.19
4990,1064,9,0.03
4990,551,3,0.01
4990,956,3,0.13
4990,1491,10,0.02
4990,829,5,0.1
4990,410,8,0.19
4991,1049,6,0.01
4991,179,1,0.19
4991,209,4,0.1
4992,644,8,0.11
4992,1971,7,0.16
4993,1990,10,0.07
4993,1485,7,0.09
4993,471,2,0.17
4993,1355,7,0.14
4993,825,2,0.11
4993,1470,1,0.16
4993,209,8,0.06
4993,125,7,0.0
4993,797,7,0.03
4994,1723,10,0.15
4994,1588,7,0.19
4994,32,9,0.18
4994,1047,5,0.05
4995,637,3,0.04
4995,1546,8,0.12
4996,1660,6,0.17
4996,746,7,0.2
4996,258,2,0.05
4996,127,7,0.05
4996,1309,10,0.14
4996,1579,2,0.02
4996,1547,1,0.11
4996,1734,3,0.08
4997,499,3,0.07
4997,184,5,0.04
4998,275,5,0.17
4998,563,6,0.06
4999,22,10,0.15
4999,1345,6,0.09
4999,1348,2,0.11
5000,1538,6,0.08
5000,1619,2,0.03
5000,34,8,0.13
5000,1332,2,0.06
5000,1731,4,0.09
5000,1445,2,0.03
5000,547,2,0.15
5000,998,6,0.08
5001,1376,7,0.18
5001,627,2,0.05
5002,1501,10,0.17
5002,175,9,0.05
5002,1232,4,0.15
5002,1747,7,0.01
5002,972,6,0.0
5003,1192,5,0.06
5003,180,6,0.08
5003,454,5,0.11
5004,1359,5,0.06
5004,1283,9,0.14
5004,1134,9,0.15
5004,768,5,0.09
5004,1778,3,0.18
5004,1088,3,0.07
5004,646,2,0.18
5004,119,3,0.03
5004,1112,10,0.01
5004,1880,5,0.04
5005,1054,7,0.08
5005,443,1,0.13
5005,519,4,0.12
5005,1943,5,0.2
5005,1452,10,0.1
5005,1228,10,0.13
5006,423,6,0.13
5006,534,8,0.02
5006,1460,3,0.14
5006,1795,7,0.12
5006,309,7,0.14
5006,279,5,0.02
5006,1905,6,0.05
5007,637,2,0.04
5007,1564,2,0.17
5007,1853,3,0.15
5007,362,10,0.18
5007,562,8,0.02
5007,1766,10,0.17
5007,1077,5,0.15
5008,1263,5,0.17
5008,916,3,0.01
5008,865,1,0.05
5008,1364,8,0.11
5008,1634,2,0.14
5008,1888,7,0.05
5009,1604,1,0.13
5009,184,2,0.11
5009,1216,3,0.06
5009,985,1,0.15
5009,43,8,0.11
5009,692,8,0.02
5009,1047,10,0.02
5009,531,9,0.15
5009,1809,2,0.08
5010,831,2,0.14
5010,498,6,0.06
5010,952,10,0.02
5010,1485,6,0.08
5010,734,5,0.03
5010,1173,4,0.1
5010,917,3,0.05
5010,73,4,0.04
5010,1544,7,0.12
5011,70,6,0.06
5011,1804,9,0.17
5011,1414,2,0.14
5011,786,2,0.19
5011,1334,2,0.17
5011,906,2,0.07
5011,74,7,0.1
5011,1254,9,0.15
5012,1563,2,0.19
5013,73,7,0.07
5014,1564,3,0.15
5014,1624,8,0.19
5014,1803,6,0.15
5014,856,9,0.11
5014,864,5,0.16
5014,109,6,0.04
5014,1924,4,0.12
5014,749,9,0.06
5014,1657,6,0.03
5014,1655,1,0.18
5015,210,6,0.11
5015,1979,8,0.1
5015,1020,2,0.14
5015,1050,10,0.06
5015,765,7,0.04
5016,1046,8,0.01
5016,384,2,0.17
5017,1264,10,0.09
5017,827,4,0.1
5017,1436,9,0.05
5017,10,7,0.17
5017,1711,10,0.16
5017,1454,6,0.19
5018,788,5,0.14
5018,352,5,0.17
5018,1589,2,0.15
5018,327,2,0.14
5018,428,4,0.18
5018,913,1,0.13
5018,573,8,0.2
5018,1072,8,0.19
5018,1665,8,0.01
5019,1135,5,0.07
5019,737,3,0.11
5020,1571,4,0.1
5020,1712,1,0.13
5020,1437,1,0.18
5020,455,10,0.0
5020,1511,4,0.16
5020,1839,3,0.13
5020,955,3,0.19
5020,1879,4,0.15
5021,586,4,0.09
5021,75,6,0.14
5021,1691,7,0.06
5021,1697,3,0.15
5021,1261,2,0.02
5021,506,8,0.14
5021,1988,10,0.04
5021,1147,7,0.13
5021,95,5,0.03
5021,661,7,0.03
5022,168,3,0.1
5022,287,7,0.08
5022,601,2,0.03
5022,1528,3,0.11
5022,1982,4,0.14
5023,909,9,0.06
5023,219,5,0.18
5023,1563,4,0.16
5023,1622,6,0.02
5023,376,5,0.1
5023,801,9,0.17
5023,1253,4,0.19
5023,1560,5,0.19
5024,730,8,0.06
5024,1442,3,0.05
5025,1340,10,0.09
5025,1210,10,0.0
5025,1948,2,0.15
5025,1800,4,0.03
5026,903,9,0.06
5026,54,3,0.16
5026,588,6,0.13
5027,1088,10,0.04
5027,1446,4,0.03
5027,277,9,0.11
5028,1044,4,0.02
5028,300,10,0.19
5029,102,1,0.02
5029,1986,10,0.06
